 Dist. Downslope Elevation Soil Loss

   OFE   Year   (meters)   (meters)  (kg/m**2)
    1   25    110.022     19.984      0.000
    1   25    111.919     19.376      0.000
    1   25    113.816     18.770      0.000
    1   25    115.713     18.166      0.000
    1   25    117.610     17.566      0.000
    1   25    119.507     16.979      0.000
    1   25    121.404     16.407      0.000
    1   25    123.301     15.851      0.000
    1   25    125.198     15.311      0.000
    1   25    127.094     14.786      0.000
    1   25    128.991     14.277      0.000
    1   25    130.888     13.783      0.000
    1   25    132.785     13.302      0.000
    1   25    134.682     12.829      0.000
    1   25    136.579     12.362      0.000
    1   25    138.476     11.902      0.000
    1   25    140.373     11.449      0.000
    1   25    142.270     11.003      0.000
    1   25    144.167     10.564      0.000
    1   25    146.064     10.132      0.000
    1   25    147.961      9.702      0.000
    1   25    149.858      9.269      0.000
    1   25    151.755      8.835      0.000
    1   25    153.652      8.399      0.000
    1   25    155.548      7.960      0.000
    1   25    157.445      7.520      0.000
    1   25    159.342      7.078      0.000
    1   25    161.239      6.634      0.000
    1   25    163.136      6.190      0.000
    1   25    165.033      5.746      0.000
    1   25    166.930      5.302      0.000
    1   25    168.827      4.859      0.000
    1   25    170.724      4.416      0.000
    1   25    172.621      3.974      0.000
    1   25    174.518      3.532      0.000
    1   25    176.415      3.090      0.000
    1   25    178.312      2.648      0.000
    1   25    180.209      2.207      0.000
    1   25    182.106      1.765      0.000
    1   25    184.002      1.324      0.000
    1   25    185.899      0.882      0.000
    1   25    187.796      0.441      0.000
    1   25    189.693      0.000      0.000
    1   26      1.897     55.296      0.000
    1   26      3.794     54.497      0.000
    1   26      5.691     53.721      0.000
    1   26      7.588     52.966      0.000
    1   26      9.485     52.234      0.000
    1   26     11.382     51.523      0.000
    1   26     13.279     50.834      0.000
    1   26     15.175     50.168      0.000
    1   26     17.072     49.523      0.000
    1   26     18.969     48.901      0.000
    1   26     20.866     48.301      0.000
    1   26     22.763     47.722      0.000
    1   26     24.660     47.166      0.000
    1   26     26.557     46.632      0.000
    1   26     28.454     46.120      0.000
    1   26     30.351     45.623      0.000
    1   26     32.248     45.110      0.000
    1   26     34.145     44.579      0.000
    1   26     36.042     44.031      0.000
    1   26     37.939     43.464      0.000
    1   26     39.836     42.880      0.000
    1   26     41.733     42.277      0.000
    1   26     43.629     41.657      0.000
    1   26     45.526     41.025      0.000
    1   26     47.423     40.391      0.000
    1   26     49.320     39.755      0.000
    1   26     51.217     39.116      0.000
    1   26     53.114     38.475      0.000
    1   26     55.011     37.832      0.000
    1   26     56.908     37.186      0.000
    1   26     58.805     36.538      0.000
    1   26     60.702     35.892      0.000
    1   26     62.599     35.249      0.000
    1   26     64.496     34.609      0.000
    1   26     66.393     33.973      0.000
    1   26     68.290     33.340      0.000
    1   26     70.187     32.711      0.000
    1   26     72.083     32.085      0.000
    1   26     73.980     31.463      0.000
    1   26     75.877     30.845      0.000
    1   26     77.774     30.233      0.000
    1   26     79.671     29.625      0.000
    1   26     81.568     29.023      0.000
    1   26     83.465     28.425      0.000
    1   26     85.362     27.833      0.000
    1   26     87.259     27.245      0.000
    1   26     89.156     26.659      0.000
    1   26     91.053     26.069      0.000
    1   26     92.950     25.474      0.000
    1   26     94.847     24.875      0.000
    1   26     96.744     24.272      0.000
    1   26     98.641     23.665      0.000
    1   26    100.537     23.053      0.000
    1   26    102.434     22.437      0.000
    1   26    104.331     21.820      0.000
    1   26    106.228     21.206      0.000
    1   26    108.125     20.594      0.000
    1   26    110.022     19.984      0.000
    1   26    111.919     19.376      0.000
    1   26    113.816     18.770      0.000
    1   26    115.713     18.166      0.000
    1   26    117.610     17.566      0.000
    1   26    119.507     16.979      0.000
    1   26    121.404     16.407      0.000
    1   26    123.301     15.851      0.000
    1   26    125.198     15.311      0.000
    1   26    127.094     14.786      0.000
    1   26    128.991     14.277      0.000
    1   26    130.888     13.783      0.000
    1   26    132.785     13.302      0.000
    1   26    134.682     12.829      0.000
    1   26    136.579     12.362      0.000
    1   26    138.476     11.902      0.000
    1   26    140.373     11.449      0.000
    1   26    142.270     11.003      0.000
    1   26    144.167     10.564      0.000
    1   26    146.064     10.132      0.000
    1   26    147.961      9.702      0.000
    1   26    149.858      9.269      0.000
    1   26    151.755      8.835      0.000
    1   26    153.652      8.399      0.000
    1   26    155.548      7.960      0.000
    1   26    157.445      7.520      0.000
    1   26    159.342      7.078      0.000
    1   26    161.239      6.634      0.000
    1   26    163.136      6.190      0.000
    1   26    165.033      5.746      0.000
    1   26    166.930      5.302      0.000
    1   26    168.827      4.859      0.000
    1   26    170.724      4.416      0.000
    1   26    172.621      3.974      0.000
    1   26    174.518      3.532      0.000
    1   26    176.415      3.090      0.000
    1   26    178.312      2.648      0.000
    1   26    180.209      2.207      0.000
    1   26    182.106      1.765      0.000
    1   26    184.002      1.324      0.000
    1   26    185.899      0.882      0.000
    1   26    187.796      0.441      0.000
    1   26    189.693      0.000      0.000
    1   27      1.897     55.296      0.000
    1   27      3.794     54.497      0.000
    1   27      5.691     53.721      0.000
    1   27      7.588     52.966      0.000
    1   27      9.485     52.234      0.000
    1   27     11.382     51.523      0.000
    1   27     13.279     50.834      0.000
    1   27     15.175     50.168      0.000
    1   27     17.072     49.523      0.000
    1   27     18.969     48.901      0.000
    1   27     20.866     48.301      0.000
    1   27     22.763     47.722      0.000
    1   27     24.660     47.166      0.000
    1   27     26.557     46.632      0.000
    1   27     28.454     46.120      0.000
    1   27     30.351     45.623      0.000
    1   27     32.248     45.110      0.000
    1   27     34.145     44.579      0.000
    1   27     36.042     44.031      0.000
    1   27     37.939     43.464      0.000
    1   27     39.836     42.880      0.000
    1   27     41.733     42.277      0.000
    1   27     43.629     41.657      0.000
    1   27     45.526     41.025      0.000
    1   27     47.423     40.391      0.000
    1   27     49.320     39.755      0.000
    1   27     51.217     39.116      0.000
    1   27     53.114     38.475      0.000
    1   27     55.011     37.832      0.000
    1   27     56.908     37.186      0.000
    1   27     58.805     36.538      0.000
    1   27     60.702     35.892      0.000
    1   27     62.599     35.249      0.000
    1   27     64.496     34.609      0.000
    1   27     66.393     33.973      0.000
    1   27     68.290     33.340      0.000
    1   27     70.187     32.711      0.000
    1   27     72.083     32.085      0.000
    1   27     73.980     31.463      0.000
    1   27     75.877     30.845      0.000
    1   27     77.774     30.233      0.000
    1   27     79.671     29.625      0.000
    1   27     81.568     29.023      0.000
    1   27     83.465     28.425      0.000
    1   27     85.362     27.833      0.000
    1   27     87.259     27.245      0.000
    1   27     89.156     26.659      0.000
    1   27     91.053     26.069      0.000
    1   27     92.950     25.474      0.000
    1   27     94.847     24.875      0.000
    1   27     96.744     24.272      0.000
    1   27     98.641     23.665      0.000
    1   27    100.537     23.053      0.000
    1   27    102.434     22.437      0.000
    1   27    104.331     21.820      0.000
    1   27    106.228     21.206      0.000
    1   27    108.125     20.594      0.000
    1   27    110.022     19.984      0.000
    1   27    111.919     19.376      0.000
    1   27    113.816     18.770      0.000
    1   27    115.713     18.166      0.000
    1   27    117.610     17.566      0.000
    1   27    119.507     16.979      0.000
    1   27    121.404     16.407      0.000
    1   27    123.301     15.851      0.000
    1   27    125.198     15.311      0.000
    1   27    127.094     14.786      0.000
    1   27    128.991     14.277      0.000
    1   27    130.888     13.783      0.000
    1   27    132.785     13.302      0.000
    1   27    134.682     12.829      0.000
    1   27    136.579     12.362      0.000
    1   27    138.476     11.902      0.000
    1   27    140.373     11.449      0.000
    1   27    142.270     11.003      0.000
    1   27    144.167     10.564      0.000
    1   27    146.064     10.132      0.000
    1   27    147.961      9.702      0.000
    1   27    149.858      9.269      0.000
    1   27    151.755      8.835      0.000
    1   27    153.652      8.399      0.000
    1   27    155.548      7.960      0.000
    1   27    157.445      7.520      0.000
    1   27    159.342      7.078      0.000
    1   27    161.239      6.634      0.000
    1   27    163.136      6.190      0.000
    1   27    165.033      5.746      0.000
    1   27    166.930      5.302      0.000
    1   27    168.827      4.859      0.000
    1   27    170.724      4.416      0.000
    1   27    172.621      3.974      0.000
    1   27    174.518      3.532      0.000
    1   27    176.415      3.090      0.000
    1   27    178.312      2.648      0.000
    1   27    180.209      2.207      0.000
    1   27    182.106      1.765      0.000
    1   27    184.002      1.324      0.000
    1   27    185.899      0.882      0.000
    1   27    187.796      0.441      0.000
    1   27    189.693      0.000      0.000
